transaction_id,customer_id,decline_reason,decline_bucket,amount_inr,eligible_for_baseline,scheduled_retry_hours,attempted_retry_count,recovered,successful_retry_hours,recovery_status,recovered_inr,lost_inr
TX001422,C00969,insufficient_funds,SOFT_RETRY,1060.86,True,24|48|72,1,True,24.0,recovered,1060.86,0.0
TX001423,C00984,card_expired,HARD_FAILURE,5644.91,False,,0,False,,not_eligible,0.0,5644.91
TX001424,C00265,server_error,SOFT_RETRY,1070.64,True,24|48|72,2,True,48.0,recovered,1070.64,0.0
TX001425,C00584,payment_timed_out,SOFT_RETRY,8527.13,True,24|48|72,3,False,,lost,0.0,8527.13
TX001426,C01659,payment_declined_due_to_high_traffic,SOFT_RETRY,1124.33,True,24|48|72,3,False,,lost,0.0,1124.33
TX001427,C00445,transaction_limit_exceeded,SOFT_RETRY,758.0,True,24|48|72,3,True,72.0,recovered,758.0,0.0
TX001428,C01008,bank_technical_error,SOFT_RETRY,25996.35,True,24|48|72,3,False,,lost,0.0,25996.35
TX001429,C00649,transaction_limit_exceeded,SOFT_RETRY,975.85,True,24|48|72,2,True,48.0,recovered,975.85,0.0
TX001430,C01379,insufficient_funds,SOFT_RETRY,18377.31,True,24|48|72,3,True,72.0,recovered,18377.31,0.0
TX001431,C00215,issuer_technical_error,SOFT_RETRY,365.09,True,24|48|72,3,False,,lost,0.0,365.09
TX001432,C01707,gateway_technical_error,SOFT_RETRY,18692.92,True,24|48|72,3,False,,lost,0.0,18692.92
TX001433,C00318,payment_cancelled,HARD_FAILURE,574.82,False,,0,False,,not_eligible,0.0,574.82
TX001434,C00992,payment_timed_out,SOFT_RETRY,64913.59,True,24|48|72,3,False,,lost,0.0,64913.59
TX001435,C01471,insufficient_funds,SOFT_RETRY,436.74,True,24|48|72,3,False,,lost,0.0,436.74
TX001436,C01261,card_declined,SOFT_RETRY,1551.76,True,24|48|72,3,False,,lost,0.0,1551.76
TX001437,C01723,incorrect_cvv,HARD_FAILURE,393.77,False,,0,False,,not_eligible,0.0,393.77
TX001438,C01996,debit_instrument_blocked,HARD_FAILURE,1730.52,False,,0,False,,not_eligible,0.0,1730.52
TX001439,C01354,card_expired,HARD_FAILURE,672.0,False,,0,False,,not_eligible,0.0,672.0
TX001440,C00312,gateway_technical_error,SOFT_RETRY,18317.2,True,24|48|72,3,False,,lost,0.0,18317.2
TX001441,C01003,card_declined,SOFT_RETRY,945.77,True,24|48|72,3,False,,lost,0.0,945.77
TX001442,C00906,card_not_enrolled,HARD_FAILURE,2663.3,False,,0,False,,not_eligible,0.0,2663.3
TX001443,C01059,incorrect_cvv,HARD_FAILURE,15005.64,False,,0,False,,not_eligible,0.0,15005.64
TX001444,C01577,transaction_daily_limit_exceeded,SOFT_RETRY,50413.01,True,24|48|72,3,True,72.0,recovered,50413.01,0.0
TX001445,C00286,card_declined,SOFT_RETRY,2391.44,True,24|48|72,2,True,48.0,recovered,2391.44,0.0
TX001446,C01803,insufficient_funds,SOFT_RETRY,1636.93,True,24|48|72,3,False,,lost,0.0,1636.93
TX001447,C01530,payment_timed_out,SOFT_RETRY,338.03,True,24|48|72,3,False,,lost,0.0,338.03
TX001448,C01512,incorrect_card_details,HARD_FAILURE,1462.53,False,,0,False,,not_eligible,0.0,1462.53
TX001449,C00041,debit_instrument_inactive,HARD_FAILURE,11552.25,False,,0,False,,not_eligible,0.0,11552.25
TX001450,C00345,payment_risk_check_failed,DO_NOT_RETRY,789.99,False,,0,False,,not_eligible,0.0,789.99
TX001451,C01966,transaction_limit_exceeded,SOFT_RETRY,9848.56,True,24|48|72,3,False,,lost,0.0,9848.56
TX001452,C00143,payment_risk_check_failed,DO_NOT_RETRY,1253.56,False,,0,False,,not_eligible,0.0,1253.56
TX001453,C01951,gateway_technical_error,SOFT_RETRY,511.59,True,24|48|72,1,True,24.0,recovered,511.59,0.0
TX001454,C00615,issuer_technical_error,SOFT_RETRY,980.68,True,24|48|72,3,False,,lost,0.0,980.68
TX001455,C00891,insufficient_funds,SOFT_RETRY,15960.59,True,24|48|72,3,False,,lost,0.0,15960.59
TX001456,C01675,issuer_technical_error,SOFT_RETRY,806.22,True,24|48|72,3,False,,lost,0.0,806.22
TX001457,C01385,debit_instrument_blocked,HARD_FAILURE,16614.67,False,,0,False,,not_eligible,0.0,16614.67
TX001458,C01385,transaction_limit_exceeded,SOFT_RETRY,12825.23,True,24|48|72,3,False,,lost,0.0,12825.23
TX001459,C01538,insufficient_funds,SOFT_RETRY,1641.04,True,24|48|72,1,True,24.0,recovered,1641.04,0.0
TX001460,C00361,payment_declined_due_to_high_traffic,SOFT_RETRY,1143.06,True,24|48|72,3,False,,lost,0.0,1143.06
TX001461,C01645,debit_instrument_blocked,HARD_FAILURE,18642.57,False,,0,False,,not_eligible,0.0,18642.57
TX001462,C00424,card_expired,HARD_FAILURE,850.44,False,,0,False,,not_eligible,0.0,850.44
TX001463,C01419,transaction_limit_exceeded,SOFT_RETRY,895.28,True,24|48|72,1,True,24.0,recovered,895.28,0.0
TX001464,C01445,insufficient_funds,SOFT_RETRY,1839.43,True,24|48|72,1,True,24.0,recovered,1839.43,0.0
TX001465,C00672,insufficient_funds,SOFT_RETRY,686.54,True,24|48|72,2,True,48.0,recovered,686.54,0.0
TX001466,C01976,gateway_technical_error,SOFT_RETRY,55367.94,True,24|48|72,3,False,,lost,0.0,55367.94
TX001467,C00249,gateway_technical_error,SOFT_RETRY,7234.95,True,24|48|72,1,True,24.0,recovered,7234.95,0.0
TX001468,C01322,card_declined,SOFT_RETRY,17974.65,True,24|48|72,3,False,,lost,0.0,17974.65
TX001469,C01901,card_declined,SOFT_RETRY,14960.15,True,24|48|72,1,True,24.0,recovered,14960.15,0.0
TX001470,C00150,insufficient_funds,SOFT_RETRY,2824.75,True,24|48|72,2,True,48.0,recovered,2824.75,0.0
TX001471,C00220,transaction_daily_limit_exceeded,SOFT_RETRY,983.32,True,24|48|72,1,True,24.0,recovered,983.32,0.0
TX001472,C00219,card_expired,HARD_FAILURE,19680.4,False,,0,False,,not_eligible,0.0,19680.4
TX001473,C00552,payment_cancelled,HARD_FAILURE,1902.48,False,,0,False,,not_eligible,0.0,1902.48
TX001474,C01046,incorrect_cvv,HARD_FAILURE,402.84,False,,0,False,,not_eligible,0.0,402.84
TX001475,C01841,payment_timed_out,SOFT_RETRY,773.88,True,24|48|72,3,False,,lost,0.0,773.88
TX001476,C01062,payment_timed_out,SOFT_RETRY,5370.8,True,24|48|72,2,True,48.0,recovered,5370.8,0.0
TX001477,C01091,transaction_daily_limit_exceeded,SOFT_RETRY,690.39,True,24|48|72,2,True,48.0,recovered,690.39,0.0
TX001478,C00646,transaction_daily_limit_exceeded,SOFT_RETRY,1033.23,True,24|48|72,1,True,24.0,recovered,1033.23,0.0
TX001479,C01319,insufficient_funds,SOFT_RETRY,1939.78,True,24|48|72,1,True,24.0,recovered,1939.78,0.0
TX001480,C01667,card_declined,SOFT_RETRY,1790.23,True,24|48|72,3,False,,lost,0.0,1790.23
TX001481,C00344,gateway_technical_error,SOFT_RETRY,2176.1,True,24|48|72,3,False,,lost,0.0,2176.1
TX001482,C00037,transaction_limit_exceeded,SOFT_RETRY,1791.23,True,24|48|72,1,True,24.0,recovered,1791.23,0.0
TX001483,C01434,payment_declined_due_to_high_traffic,SOFT_RETRY,723.99,True,24|48|72,3,False,,lost,0.0,723.99
TX001484,C00661,payment_declined_due_to_high_traffic,SOFT_RETRY,18509.42,True,24|48|72,3,False,,lost,0.0,18509.42
TX001485,C01282,insufficient_funds,SOFT_RETRY,13550.38,True,24|48|72,3,False,,lost,0.0,13550.38
TX001486,C01700,insufficient_funds,SOFT_RETRY,228.78,True,24|48|72,2,True,48.0,recovered,228.78,0.0
TX001487,C01096,debit_instrument_blocked,HARD_FAILURE,19988.98,False,,0,False,,not_eligible,0.0,19988.98
TX001488,C00996,card_declined,SOFT_RETRY,3213.08,True,24|48|72,3,False,,lost,0.0,3213.08
TX001489,C00699,payment_timed_out,SOFT_RETRY,11014.58,True,24|48|72,3,False,,lost,0.0,11014.58
TX001490,C01508,payment_timed_out,SOFT_RETRY,767.07,True,24|48|72,1,True,24.0,recovered,767.07,0.0
TX001491,C01679,insufficient_funds,SOFT_RETRY,2164.45,True,24|48|72,3,True,72.0,recovered,2164.45,0.0
TX001492,C01236,bank_technical_error,SOFT_RETRY,14022.49,True,24|48|72,3,False,,lost,0.0,14022.49
TX001493,C01910,transaction_limit_exceeded,SOFT_RETRY,1519.73,True,24|48|72,3,False,,lost,0.0,1519.73
TX001494,C00923,insufficient_funds,SOFT_RETRY,759.69,True,24|48|72,2,True,48.0,recovered,759.69,0.0
TX001495,C01387,debit_instrument_inactive,HARD_FAILURE,72429.57,False,,0,False,,not_eligible,0.0,72429.57
TX001496,C00108,debit_instrument_inactive,HARD_FAILURE,31317.21,False,,0,False,,not_eligible,0.0,31317.21
TX001497,C01428,server_error,SOFT_RETRY,7206.55,True,24|48|72,3,False,,lost,0.0,7206.55
TX001498,C00419,payment_risk_check_failed,DO_NOT_RETRY,5003.13,False,,0,False,,not_eligible,0.0,5003.13
TX001499,C00804,insufficient_funds,SOFT_RETRY,2169.29,True,24|48|72,3,False,,lost,0.0,2169.29
TX001500,C01411,debit_instrument_blocked,HARD_FAILURE,1196.86,False,,0,False,,not_eligible,0.0,1196.86
TX001501,C00008,bank_technical_error,SOFT_RETRY,1689.61,True,24|48|72,3,False,,lost,0.0,1689.61
TX001502,C01028,transaction_limit_exceeded,SOFT_RETRY,913.14,True,24|48|72,3,False,,lost,0.0,913.14
TX001503,C00419,payment_timed_out,SOFT_RETRY,1577.19,True,24|48|72,3,False,,lost,0.0,1577.19
TX001504,C00180,insufficient_funds,SOFT_RETRY,438.96,True,24|48|72,1,True,24.0,recovered,438.96,0.0
TX001505,C00867,gateway_technical_error,SOFT_RETRY,433.94,True,24|48|72,3,True,72.0,recovered,433.94,0.0
TX001506,C01807,issuer_technical_error,SOFT_RETRY,674.97,True,24|48|72,3,False,,lost,0.0,674.97
TX001507,C00028,issuer_technical_error,SOFT_RETRY,11754.62,True,24|48|72,1,True,24.0,recovered,11754.62,0.0
TX001508,C01522,gateway_technical_error,SOFT_RETRY,854.85,True,24|48|72,3,False,,lost,0.0,854.85
TX001509,C01170,bank_technical_error,SOFT_RETRY,292.6,True,24|48|72,3,False,,lost,0.0,292.6
TX001510,C00556,transaction_limit_exceeded,SOFT_RETRY,724.16,True,24|48|72,3,False,,lost,0.0,724.16
TX001511,C01074,card_declined,SOFT_RETRY,1130.15,True,24|48|72,3,False,,lost,0.0,1130.15
TX001512,C01663,incorrect_card_details,HARD_FAILURE,17238.33,False,,0,False,,not_eligible,0.0,17238.33
TX001513,C01474,incorrect_card_details,HARD_FAILURE,1889.02,False,,0,False,,not_eligible,0.0,1889.02
TX001514,C00948,insufficient_funds,SOFT_RETRY,833.76,True,24|48|72,1,True,24.0,recovered,833.76,0.0
TX001515,C01235,card_expired,HARD_FAILURE,17631.52,False,,0,False,,not_eligible,0.0,17631.52
TX001516,C00276,insufficient_funds,SOFT_RETRY,462.94,True,24|48|72,2,True,48.0,recovered,462.94,0.0
TX001517,C00054,payment_risk_check_failed,DO_NOT_RETRY,1387.58,False,,0,False,,not_eligible,0.0,1387.58
TX001518,C00256,payment_timed_out,SOFT_RETRY,731.54,True,24|48|72,3,False,,lost,0.0,731.54
TX001519,C01653,gateway_technical_error,SOFT_RETRY,807.57,True,24|48|72,3,False,,lost,0.0,807.57
TX001520,C00862,insufficient_funds,SOFT_RETRY,13291.72,True,24|48|72,3,False,,lost,0.0,13291.72
TX001521,C01799,insufficient_funds,SOFT_RETRY,1040.56,True,24|48|72,3,False,,lost,0.0,1040.56
TX001522,C00776,insufficient_funds,SOFT_RETRY,408.37,True,24|48|72,3,False,,lost,0.0,408.37
TX001523,C01508,insufficient_funds,SOFT_RETRY,1385.84,True,24|48|72,3,True,72.0,recovered,1385.84,0.0
TX001524,C00058,insufficient_funds,SOFT_RETRY,67596.55,True,24|48|72,1,True,24.0,recovered,67596.55,0.0
TX001525,C01745,insufficient_funds,SOFT_RETRY,766.04,True,24|48|72,2,True,48.0,recovered,766.04,0.0
TX001526,C00420,bank_technical_error,SOFT_RETRY,872.37,True,24|48|72,3,False,,lost,0.0,872.37
TX001527,C01973,insufficient_funds,SOFT_RETRY,1235.1,True,24|48|72,1,True,24.0,recovered,1235.1,0.0
TX001528,C00543,card_declined,SOFT_RETRY,245.94,True,24|48|72,3,True,72.0,recovered,245.94,0.0
TX001529,C00217,incorrect_card_details,HARD_FAILURE,462.9,False,,0,False,,not_eligible,0.0,462.9
TX001530,C01361,card_declined,SOFT_RETRY,575.76,True,24|48|72,3,False,,lost,0.0,575.76
TX001531,C01120,debit_instrument_blocked,HARD_FAILURE,414.46,False,,0,False,,not_eligible,0.0,414.46
TX001532,C01420,transaction_daily_limit_exceeded,SOFT_RETRY,1191.01,True,24|48|72,1,True,24.0,recovered,1191.01,0.0
TX001533,C01276,card_declined,SOFT_RETRY,15336.99,True,24|48|72,1,True,24.0,recovered,15336.99,0.0
TX001534,C00205,card_not_enrolled,HARD_FAILURE,10046.73,False,,0,False,,not_eligible,0.0,10046.73
TX001535,C01904,insufficient_funds,SOFT_RETRY,1075.91,True,24|48|72,3,False,,lost,0.0,1075.91
TX001536,C00147,insufficient_funds,SOFT_RETRY,4068.2,True,24|48|72,3,False,,lost,0.0,4068.2
TX001537,C01415,gateway_technical_error,SOFT_RETRY,547.38,True,24|48|72,3,False,,lost,0.0,547.38
TX001538,C00556,payment_timed_out,SOFT_RETRY,584.64,True,24|48|72,3,False,,lost,0.0,584.64
TX001539,C01543,server_error,SOFT_RETRY,7178.53,True,24|48|72,3,False,,lost,0.0,7178.53
TX001540,C00057,insufficient_funds,SOFT_RETRY,616.32,True,24|48|72,1,True,24.0,recovered,616.32,0.0
TX001541,C01056,server_error,SOFT_RETRY,713.99,True,24|48|72,3,False,,lost,0.0,713.99
TX001542,C01219,insufficient_funds,SOFT_RETRY,14573.96,True,24|48|72,1,True,24.0,recovered,14573.96,0.0
TX001543,C01974,insufficient_funds,SOFT_RETRY,1402.72,True,24|48|72,3,False,,lost,0.0,1402.72
TX001544,C00468,gateway_technical_error,SOFT_RETRY,975.16,True,24|48|72,3,False,,lost,0.0,975.16
TX001545,C00543,bank_technical_error,SOFT_RETRY,1149.49,True,24|48|72,3,False,,lost,0.0,1149.49
TX001546,C01055,insufficient_funds,SOFT_RETRY,1550.96,True,24|48|72,1,True,24.0,recovered,1550.96,0.0
TX001547,C01588,card_declined,SOFT_RETRY,333.5,True,24|48|72,3,True,72.0,recovered,333.5,0.0
TX001548,C01265,server_error,SOFT_RETRY,822.89,True,24|48|72,3,False,,lost,0.0,822.89
TX001549,C00780,payment_declined_due_to_high_traffic,SOFT_RETRY,7064.27,True,24|48|72,3,False,,lost,0.0,7064.27
TX001550,C00581,gateway_technical_error,SOFT_RETRY,697.37,True,24|48|72,3,False,,lost,0.0,697.37
TX001551,C00144,transaction_daily_limit_exceeded,SOFT_RETRY,238.56,True,24|48|72,2,True,48.0,recovered,238.56,0.0
TX001552,C00803,insufficient_funds,SOFT_RETRY,438.43,True,24|48|72,2,True,48.0,recovered,438.43,0.0
TX001553,C01212,gateway_technical_error,SOFT_RETRY,627.91,True,24|48|72,3,False,,lost,0.0,627.91
TX001554,C01942,debit_instrument_inactive,HARD_FAILURE,18862.71,False,,0,False,,not_eligible,0.0,18862.71
TX001555,C01267,insufficient_funds,SOFT_RETRY,698.52,True,24|48|72,3,False,,lost,0.0,698.52
TX001556,C01110,insufficient_funds,SOFT_RETRY,6883.05,True,24|48|72,2,True,48.0,recovered,6883.05,0.0
TX001557,C00536,insufficient_funds,SOFT_RETRY,13302.52,True,24|48|72,3,False,,lost,0.0,13302.52
TX001558,C01487,gateway_technical_error,SOFT_RETRY,1716.26,True,24|48|72,2,True,48.0,recovered,1716.26,0.0
TX001559,C00846,transaction_limit_exceeded,SOFT_RETRY,8054.31,True,24|48|72,3,False,,lost,0.0,8054.31
TX001560,C00098,card_declined,SOFT_RETRY,2879.58,True,24|48|72,1,True,24.0,recovered,2879.58,0.0
TX001561,C01735,transaction_limit_exceeded,SOFT_RETRY,1595.89,True,24|48|72,3,False,,lost,0.0,1595.89
TX001562,C01397,card_declined,SOFT_RETRY,423.82,True,24|48|72,3,False,,lost,0.0,423.82
TX001563,C01991,transaction_limit_exceeded,SOFT_RETRY,389.95,True,24|48|72,3,False,,lost,0.0,389.95
TX001564,C01563,incorrect_cvv,HARD_FAILURE,1134.76,False,,0,False,,not_eligible,0.0,1134.76
TX001565,C01328,issuer_technical_error,SOFT_RETRY,553.26,True,24|48|72,3,False,,lost,0.0,553.26
TX001566,C01292,insufficient_funds,SOFT_RETRY,18863.58,True,24|48|72,3,False,,lost,0.0,18863.58
TX001567,C00470,card_not_enrolled,HARD_FAILURE,716.53,False,,0,False,,not_eligible,0.0,716.53
TX001568,C00611,insufficient_funds,SOFT_RETRY,638.14,True,24|48|72,2,True,48.0,recovered,638.14,0.0
TX001569,C00502,insufficient_funds,SOFT_RETRY,297.99,True,24|48|72,2,True,48.0,recovered,297.99,0.0
TX001570,C00852,incorrect_cvv,HARD_FAILURE,13121.22,False,,0,False,,not_eligible,0.0,13121.22
TX001571,C01319,incorrect_cvv,HARD_FAILURE,14676.96,False,,0,False,,not_eligible,0.0,14676.96
TX001572,C01423,card_not_enrolled,HARD_FAILURE,681.58,False,,0,False,,not_eligible,0.0,681.58
TX001573,C00255,insufficient_funds,SOFT_RETRY,960.82,True,24|48|72,3,True,72.0,recovered,960.82,0.0
TX001574,C00497,server_error,SOFT_RETRY,779.32,True,24|48|72,3,False,,lost,0.0,779.32
TX001575,C01601,card_declined,SOFT_RETRY,34258.26,True,24|48|72,3,False,,lost,0.0,34258.26
TX001576,C00332,incorrect_cvv,HARD_FAILURE,19921.18,False,,0,False,,not_eligible,0.0,19921.18
TX001577,C01690,card_declined,SOFT_RETRY,1707.79,True,24|48|72,3,False,,lost,0.0,1707.79
TX001578,C00933,insufficient_funds,SOFT_RETRY,19556.29,True,24|48|72,3,False,,lost,0.0,19556.29
TX001579,C00238,payment_cancelled,HARD_FAILURE,1073.71,False,,0,False,,not_eligible,0.0,1073.71
TX001580,C00190,bank_technical_error,SOFT_RETRY,967.95,True,24|48|72,3,False,,lost,0.0,967.95
TX001581,C00894,insufficient_funds,SOFT_RETRY,1141.37,True,24|48|72,2,True,48.0,recovered,1141.37,0.0
TX001582,C00853,issuer_technical_error,SOFT_RETRY,3089.84,True,24|48|72,3,False,,lost,0.0,3089.84
TX001583,C00685,gateway_technical_error,SOFT_RETRY,628.08,True,24|48|72,3,False,,lost,0.0,628.08
TX001584,C01227,insufficient_funds,SOFT_RETRY,1148.62,True,24|48|72,1,True,24.0,recovered,1148.62,0.0
TX001585,C00981,payment_risk_check_failed,DO_NOT_RETRY,17857.56,False,,0,False,,not_eligible,0.0,17857.56
TX001586,C01374,insufficient_funds,SOFT_RETRY,922.39,True,24|48|72,3,False,,lost,0.0,922.39
TX001587,C00180,gateway_technical_error,SOFT_RETRY,5940.18,True,24|48|72,3,False,,lost,0.0,5940.18
TX001588,C01636,card_declined,SOFT_RETRY,5000.0,True,24|48|72,3,False,,lost,0.0,5000.0
TX001589,C00844,payment_timed_out,SOFT_RETRY,742.38,True,24|48|72,3,False,,lost,0.0,742.38
TX001590,C00564,incorrect_cvv,HARD_FAILURE,1500.63,False,,0,False,,not_eligible,0.0,1500.63
TX001591,C01974,server_error,SOFT_RETRY,9299.78,True,24|48|72,3,True,72.0,recovered,9299.78,0.0
TX001592,C01418,debit_instrument_inactive,HARD_FAILURE,17057.18,False,,0,False,,not_eligible,0.0,17057.18
TX001593,C01845,payment_declined_due_to_high_traffic,SOFT_RETRY,13560.83,True,24|48|72,3,False,,lost,0.0,13560.83
TX001594,C01053,payment_declined_due_to_high_traffic,SOFT_RETRY,6596.78,True,24|48|72,1,True,24.0,recovered,6596.78,0.0
TX001595,C01084,card_expired,HARD_FAILURE,1218.68,False,,0,False,,not_eligible,0.0,1218.68
TX001596,C00713,card_declined,SOFT_RETRY,369.24,True,24|48|72,3,False,,lost,0.0,369.24
TX001597,C00614,card_declined,SOFT_RETRY,11154.07,True,24|48|72,3,False,,lost,0.0,11154.07
TX001598,C00912,card_declined,SOFT_RETRY,1729.56,True,24|48|72,3,False,,lost,0.0,1729.56
TX001599,C01097,card_declined,SOFT_RETRY,7527.44,True,24|48|72,3,False,,lost,0.0,7527.44
TX001600,C01570,insufficient_funds,SOFT_RETRY,1406.87,True,24|48|72,3,False,,lost,0.0,1406.87
TX001601,C00441,payment_declined_due_to_high_traffic,SOFT_RETRY,184.33,True,24|48|72,1,True,24.0,recovered,184.33,0.0
TX001602,C01337,gateway_technical_error,SOFT_RETRY,2946.18,True,24|48|72,3,False,,lost,0.0,2946.18
TX001603,C01796,insufficient_funds,SOFT_RETRY,704.36,True,24|48|72,1,True,24.0,recovered,704.36,0.0
TX001604,C00972,gateway_technical_error,SOFT_RETRY,1026.46,True,24|48|72,3,False,,lost,0.0,1026.46
TX001605,C01455,debit_instrument_blocked,HARD_FAILURE,258.83,False,,0,False,,not_eligible,0.0,258.83
TX001606,C01504,insufficient_funds,SOFT_RETRY,332.32,True,24|48|72,1,True,24.0,recovered,332.32,0.0
TX001607,C01224,insufficient_funds,SOFT_RETRY,793.59,True,24|48|72,2,True,48.0,recovered,793.59,0.0
TX001608,C01949,incorrect_cvv,HARD_FAILURE,8142.37,False,,0,False,,not_eligible,0.0,8142.37
TX001609,C01932,transaction_daily_limit_exceeded,SOFT_RETRY,885.01,True,24|48|72,3,True,72.0,recovered,885.01,0.0
TX001610,C00021,issuer_technical_error,SOFT_RETRY,910.12,True,24|48|72,3,True,72.0,recovered,910.12,0.0
TX001611,C01271,bank_technical_error,SOFT_RETRY,17042.89,True,24|48|72,3,False,,lost,0.0,17042.89
TX001612,C00113,card_declined,SOFT_RETRY,7414.34,True,24|48|72,2,True,48.0,recovered,7414.34,0.0
TX001613,C00868,insufficient_funds,SOFT_RETRY,1362.15,True,24|48|72,2,True,48.0,recovered,1362.15,0.0
TX001614,C00357,insufficient_funds,SOFT_RETRY,736.75,True,24|48|72,1,True,24.0,recovered,736.75,0.0
TX001615,C01527,insufficient_funds,SOFT_RETRY,3062.65,True,24|48|72,1,True,24.0,recovered,3062.65,0.0
TX001616,C01059,transaction_daily_limit_exceeded,SOFT_RETRY,2661.53,True,24|48|72,1,True,24.0,recovered,2661.53,0.0
TX001617,C00168,payment_timed_out,SOFT_RETRY,12528.6,True,24|48|72,3,False,,lost,0.0,12528.6
TX001618,C00763,card_declined,SOFT_RETRY,14034.97,True,24|48|72,3,False,,lost,0.0,14034.97
TX001619,C01212,bank_technical_error,SOFT_RETRY,15566.69,True,24|48|72,3,False,,lost,0.0,15566.69
TX001620,C01409,transaction_daily_limit_exceeded,SOFT_RETRY,662.74,True,24|48|72,2,True,48.0,recovered,662.74,0.0
TX001621,C01988,card_declined,SOFT_RETRY,18598.21,True,24|48|72,3,False,,lost,0.0,18598.21
TX001622,C00237,card_expired,HARD_FAILURE,905.61,False,,0,False,,not_eligible,0.0,905.61
TX001623,C00056,server_error,SOFT_RETRY,7170.31,True,24|48|72,3,False,,lost,0.0,7170.31
TX001624,C01584,gateway_technical_error,SOFT_RETRY,887.54,True,24|48|72,1,True,24.0,recovered,887.54,0.0
TX001625,C00349,transaction_limit_exceeded,SOFT_RETRY,2130.24,True,24|48|72,3,False,,lost,0.0,2130.24
TX001626,C00615,insufficient_funds,SOFT_RETRY,847.04,True,24|48|72,1,True,24.0,recovered,847.04,0.0
TX001627,C00357,insufficient_funds,SOFT_RETRY,1796.48,True,24|48|72,3,False,,lost,0.0,1796.48
TX001628,C00469,card_declined,SOFT_RETRY,69786.01,True,24|48|72,3,False,,lost,0.0,69786.01
TX001629,C00792,payment_risk_check_failed,DO_NOT_RETRY,700.91,False,,0,False,,not_eligible,0.0,700.91
TX001630,C01609,payment_timed_out,SOFT_RETRY,661.13,True,24|48|72,3,False,,lost,0.0,661.13
TX001631,C00505,payment_timed_out,SOFT_RETRY,2064.75,True,24|48|72,1,True,24.0,recovered,2064.75,0.0
TX001632,C01245,insufficient_funds,SOFT_RETRY,288.53,True,24|48|72,1,True,24.0,recovered,288.53,0.0
TX001633,C01830,gateway_technical_error,SOFT_RETRY,7974.52,True,24|48|72,3,False,,lost,0.0,7974.52
TX001634,C01711,issuer_technical_error,SOFT_RETRY,692.32,True,24|48|72,3,False,,lost,0.0,692.32
TX001635,C01508,insufficient_funds,SOFT_RETRY,1519.77,True,24|48|72,3,False,,lost,0.0,1519.77
TX001636,C01295,transaction_daily_limit_exceeded,SOFT_RETRY,570.6,True,24|48|72,1,True,24.0,recovered,570.6,0.0
TX001637,C00297,payment_risk_check_failed,DO_NOT_RETRY,672.44,False,,0,False,,not_eligible,0.0,672.44
TX001638,C01845,insufficient_funds,SOFT_RETRY,531.28,True,24|48|72,2,True,48.0,recovered,531.28,0.0
TX001639,C01313,transaction_limit_exceeded,SOFT_RETRY,1013.04,True,24|48|72,3,False,,lost,0.0,1013.04
TX001640,C00503,issuer_technical_error,SOFT_RETRY,320.05,True,24|48|72,3,False,,lost,0.0,320.05
TX001641,C00267,card_declined,SOFT_RETRY,19244.05,True,24|48|72,2,True,48.0,recovered,19244.05,0.0
TX001642,C01927,gateway_technical_error,SOFT_RETRY,354.76,True,24|48|72,3,False,,lost,0.0,354.76
TX001643,C01877,debit_instrument_inactive,HARD_FAILURE,2199.89,False,,0,False,,not_eligible,0.0,2199.89
TX001644,C00066,payment_cancelled,HARD_FAILURE,1772.77,False,,0,False,,not_eligible,0.0,1772.77
TX001645,C00211,bank_technical_error,SOFT_RETRY,8933.95,True,24|48|72,3,True,72.0,recovered,8933.95,0.0
TX001646,C00644,bank_technical_error,SOFT_RETRY,790.16,True,24|48|72,3,True,72.0,recovered,790.16,0.0
TX001647,C01343,card_declined,SOFT_RETRY,1071.8,True,24|48|72,3,True,72.0,recovered,1071.8,0.0
TX001648,C00243,debit_instrument_blocked,HARD_FAILURE,639.37,False,,0,False,,not_eligible,0.0,639.37
TX001649,C00040,transaction_limit_exceeded,SOFT_RETRY,460.76,True,24|48|72,2,True,48.0,recovered,460.76,0.0
TX001650,C00608,insufficient_funds,SOFT_RETRY,15337.8,True,24|48|72,2,True,48.0,recovered,15337.8,0.0
TX001651,C00418,insufficient_funds,SOFT_RETRY,1713.76,True,24|48|72,1,True,24.0,recovered,1713.76,0.0
TX001652,C01361,transaction_limit_exceeded,SOFT_RETRY,491.58,True,24|48|72,3,False,,lost,0.0,491.58
TX001653,C00851,insufficient_funds,SOFT_RETRY,1140.88,True,24|48|72,1,True,24.0,recovered,1140.88,0.0
TX001654,C01215,debit_instrument_blocked,HARD_FAILURE,732.08,False,,0,False,,not_eligible,0.0,732.08
TX001655,C00149,payment_declined_due_to_high_traffic,SOFT_RETRY,3822.29,True,24|48|72,3,False,,lost,0.0,3822.29
TX001656,C01700,bank_technical_error,SOFT_RETRY,963.08,True,24|48|72,3,False,,lost,0.0,963.08
TX001657,C01669,card_expired,HARD_FAILURE,384.64,False,,0,False,,not_eligible,0.0,384.64
TX001658,C00455,gateway_technical_error,SOFT_RETRY,6458.36,True,24|48|72,3,False,,lost,0.0,6458.36
TX001659,C01384,payment_declined_due_to_high_traffic,SOFT_RETRY,858.97,True,24|48|72,3,False,,lost,0.0,858.97
TX001660,C01247,transaction_daily_limit_exceeded,SOFT_RETRY,980.61,True,24|48|72,1,True,24.0,recovered,980.61,0.0
