transaction_id,amount_inr,decline_reason,payment_method,baseline_selected_schedule,baseline_success,baseline_recovered_inr,smart_retry_selected_hours,smart_retry_probability,smart_retry_confidence,smart_retry_success,smart_retry_recovered_inr,incremental_recovery_inr
TX000847,2078.28,issuer_technical_error,UPI,24.0,True,2078.28,0.5,0.6839378238341969,High,True,2078.28,0.0
TX000848,822.81,insufficient_funds,Debit Card,48.0,True,822.81,24.0,0.3890183028286189,Low,False,0.0,-822.81
TX000849,621.63,transaction_limit_exceeded,Debit Card,24.0,True,621.63,24.0,0.23577235772357724,Low,True,621.63,0.0
TX000850,1400.58,card_declined,UPI,,False,0.0,0.25,0.06426735218508997,Low,False,0.0,0.0
TX000851,21537.03,bank_technical_error,Debit Card,,False,0.0,0.25,0.8518518518518519,High,True,21537.03,21537.03
TX000852,608.63,transaction_limit_exceeded,Credit Card,24.0,True,608.63,4.0,0.22814355099838096,Low,False,0.0,-608.63
TX000853,1300.97,issuer_technical_error,UPI,72.0,True,1300.97,0.5,0.5796460176991151,High,False,0.0,-1300.97
TX000855,1995.2,payment_timed_out,Credit Card,,False,0.0,0.25,0.7035830618892507,High,False,0.0,0.0
TX000856,1945.97,insufficient_funds,UPI,24.0,True,1945.97,24.0,0.45913461538461536,Medium,True,1945.97,0.0
TX000857,1182.13,payment_timed_out,UPI,,False,0.0,1.0,0.7404580152671756,High,True,1182.13,1182.13
TX000858,12126.66,payment_timed_out,UPI,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX000859,884.16,insufficient_funds,UPI,48.0,True,884.16,24.0,0.42406876790830944,Medium,False,0.0,-884.16
TX000861,56626.0,insufficient_funds,UPI,48.0,True,56626.0,24.0,0.3890183028286189,Low,False,0.0,-56626.0
TX000862,751.26,insufficient_funds,UPI,72.0,True,751.26,24.0,0.42406876790830944,Medium,False,0.0,-751.26
TX000863,852.57,insufficient_funds,UPI,,False,0.0,12.0,0.3890183028286189,Low,True,852.57,852.57
TX000865,323.65,insufficient_funds,Credit Card,24.0,True,323.65,24.0,0.532999164578112,Medium,True,323.65,0.0
TX000866,2162.77,card_declined,Debit Card,,False,0.0,2.0,0.009595202398800599,Low,False,0.0,0.0
TX000867,15880.04,gateway_technical_error,UPI,,False,0.0,0.5,0.835820895522388,High,True,15880.04,15880.04
TX000872,639.7,issuer_technical_error,Debit Card,,False,0.0,1.0,0.9714285714285714,High,True,639.7,639.7
TX000873,1157.69,bank_technical_error,UPI,,False,0.0,0.25,0.835820895522388,High,True,1157.69,1157.69
TX000874,519.2,insufficient_funds,Debit Card,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX000875,2547.02,card_declined,UPI,,False,0.0,0.25,0.24770760687072194,Low,True,2547.02,2547.02
TX000876,14215.21,insufficient_funds,Debit Card,48.0,True,14215.21,12.0,0.3890183028286189,Low,False,0.0,-14215.21
TX000877,348.33,transaction_limit_exceeded,Debit Card,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX000879,11825.03,issuer_technical_error,UPI,,False,0.0,0.5,0.5796460176991151,High,True,11825.03,11825.03
TX000880,1946.91,bank_technical_error,Credit Card,24.0,True,1946.91,0.5,0.7306273062730627,High,False,0.0,-1946.91
TX000881,1324.0,transaction_limit_exceeded,Credit Card,,False,0.0,24.0,0.22814355099838096,Low,False,0.0,0.0
TX000882,541.63,server_error,UPI,,False,0.0,0.25,0.532999164578112,Medium,True,541.63,541.63
TX000883,22356.96,bank_technical_error,UPI,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX000884,1404.34,bank_technical_error,Debit Card,,False,0.0,0.25,0.9714285714285714,High,True,1404.34,1404.34
TX000885,5856.56,insufficient_funds,UPI,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX000886,764.85,issuer_technical_error,Debit Card,,False,0.0,1.0,0.6390374331550804,High,True,764.85,764.85
TX000889,7795.92,card_declined,Debit Card,,False,0.0,0.25,0.12338308457711442,Low,True,7795.92,7795.92
TX000890,1833.89,card_declined,Net Banking,,False,0.0,0.25,0.22814355099838096,Low,True,1833.89,1833.89
TX000891,770.62,insufficient_funds,Debit Card,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000892,18003.75,transaction_limit_exceeded,UPI,,False,0.0,24.0,0.19223985890652556,Low,False,0.0,0.0
TX000894,6652.6,insufficient_funds,Credit Card,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000895,651.56,transaction_daily_limit_exceeded,Debit Card,,False,0.0,48.0,0.24770760687072194,Low,False,0.0,0.0
TX000896,40732.61,payment_declined_due_to_high_traffic,Net Banking,,False,0.0,0.5,0.551362683438155,High,True,40732.61,40732.61
TX000897,602.5,issuer_technical_error,Debit Card,,False,0.0,0.5,0.7306273062730627,High,True,602.5,602.5
TX000898,17923.71,insufficient_funds,Net Banking,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000899,2224.48,transaction_daily_limit_exceeded,Debit Card,24.0,True,2224.48,48.0,0.2914572864321608,Low,False,0.0,-2224.48
TX000901,1646.85,transaction_daily_limit_exceeded,Credit Card,48.0,True,1646.85,48.0,0.3890183028286189,Low,True,1646.85,0.0
TX000902,866.06,transaction_limit_exceeded,Credit Card,,False,0.0,4.0,0.22814355099838096,Low,True,866.06,866.06
TX000903,979.82,payment_declined_due_to_high_traffic,Net Banking,,False,0.0,0.5,0.6721311475409836,High,True,979.82,979.82
TX000904,926.36,insufficient_funds,UPI,24.0,True,926.36,24.0,0.3890183028286189,Low,True,926.36,0.0
TX000905,686.11,insufficient_funds,Net Banking,24.0,True,686.11,24.0,0.42406876790830944,Medium,True,686.11,0.0
TX000906,697.09,transaction_daily_limit_exceeded,Debit Card,24.0,True,697.09,48.0,0.2914572864321608,Low,False,0.0,-697.09
TX000908,856.33,insufficient_funds,UPI,48.0,True,856.33,24.0,0.532999164578112,Medium,False,0.0,-856.33
TX000912,13477.23,bank_technical_error,Credit Card,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX000913,916.52,bank_technical_error,Credit Card,48.0,True,916.52,0.5,0.7724137931034484,High,True,916.52,0.0
TX000914,19728.39,insufficient_funds,Credit Card,24.0,True,19728.39,24.0,0.3890183028286189,Low,True,19728.39,0.0
TX000915,1669.71,card_declined,UPI,24.0,True,1669.71,0.25,0.22814355099838096,Low,False,0.0,-1669.71
TX000917,739.16,insufficient_funds,Debit Card,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX000920,1288.14,insufficient_funds,Credit Card,24.0,True,1288.14,24.0,0.45913461538461536,Medium,True,1288.14,0.0
TX000924,686.88,issuer_technical_error,UPI,,False,0.0,0.5,0.7306273062730627,High,False,0.0,0.0
TX000927,1174.4,insufficient_funds,UPI,24.0,True,1174.4,24.0,0.3890183028286189,Low,True,1174.4,0.0
TX000928,601.85,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX000929,12311.43,issuer_technical_error,UPI,,False,0.0,0.5,0.835820895522388,High,True,12311.43,12311.43
TX000930,669.12,card_declined,Credit Card,,False,0.0,0.5,0.22814355099838096,Low,True,669.12,669.12
TX000931,548.58,card_declined,Credit Card,72.0,True,548.58,1.0,0.22814355099838096,Low,True,548.58,0.0
TX000932,586.95,issuer_technical_error,Net Banking,48.0,True,586.95,1.0,0.8238341968911918,High,True,586.95,0.0
TX000933,621.52,issuer_technical_error,Net Banking,,False,0.0,1.0,0.835820895522388,High,False,0.0,0.0
TX000935,2560.29,gateway_technical_error,UPI,,False,0.0,0.5,0.9714285714285714,High,True,2560.29,2560.29
TX000937,559.67,payment_declined_due_to_high_traffic,UPI,,False,0.0,0.5,0.6839378238341969,High,True,559.67,559.67
TX000938,1424.66,payment_timed_out,UPI,,False,0.0,0.25,0.5796460176991151,High,False,0.0,0.0
TX000940,1199.35,insufficient_funds,UPI,24.0,True,1199.35,24.0,0.45913461538461536,Medium,True,1199.35,0.0
TX000942,11915.12,gateway_technical_error,UPI,24.0,True,11915.12,0.25,0.8809523809523809,High,True,11915.12,0.0
TX000943,613.0,transaction_daily_limit_exceeded,Debit Card,48.0,True,613.0,48.0,0.3890183028286189,Low,True,613.0,0.0
TX000944,303.4,insufficient_funds,Debit Card,24.0,True,303.4,12.0,0.3890183028286189,Low,True,303.4,0.0
TX000945,377.38,payment_timed_out,Net Banking,,False,0.0,0.5,0.7404580152671756,High,True,377.38,377.38
TX000946,637.64,payment_declined_due_to_high_traffic,Net Banking,,False,0.0,0.5,0.532999164578112,Medium,True,637.64,637.64
TX000947,1019.92,insufficient_funds,Debit Card,24.0,True,1019.92,24.0,0.532999164578112,Medium,True,1019.92,0.0
TX000949,1621.74,bank_technical_error,UPI,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX000951,1670.01,insufficient_funds,Credit Card,72.0,True,1670.01,24.0,0.3890183028286189,Low,False,0.0,-1670.01
TX000953,714.99,insufficient_funds,Credit Card,72.0,True,714.99,24.0,0.3890183028286189,Low,False,0.0,-714.99
TX000954,660.57,payment_timed_out,Debit Card,,False,0.0,0.25,0.3890183028286189,Low,False,0.0,0.0
TX000955,8763.83,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.5,0.5796460176991151,High,True,8763.83,8763.83
TX000956,936.13,card_declined,Credit Card,72.0,True,936.13,0.5,0.16798418972332016,Low,False,0.0,-936.13
TX000958,40494.71,gateway_technical_error,UPI,,False,0.0,0.5,0.835820895522388,High,True,40494.71,40494.71
TX000960,1914.9,card_declined,UPI,,False,0.0,0.25,0.24770760687072194,Low,True,1914.9,1914.9
TX000961,351.87,card_declined,Debit Card,,False,0.0,12.0,0.056016597510373446,Low,False,0.0,0.0
TX000962,6356.35,issuer_technical_error,Debit Card,,False,0.0,1.0,0.8518518518518519,High,False,0.0,0.0
TX000963,7657.36,payment_timed_out,UPI,,False,0.0,0.25,0.7306273062730627,High,False,0.0,0.0
TX000964,15327.34,payment_timed_out,Debit Card,24.0,True,15327.34,0.25,0.532999164578112,Medium,False,0.0,-15327.34
TX000967,430.2,payment_timed_out,Net Banking,,False,0.0,0.5,0.45913461538461536,Medium,True,430.2,430.2
TX000968,1330.65,server_error,Debit Card,,False,0.0,0.25,0.45913461538461536,Medium,False,0.0,0.0
TX000969,765.0,transaction_daily_limit_exceeded,Debit Card,48.0,True,765.0,48.0,0.3890183028286189,Low,True,765.0,0.0
TX000970,4116.97,bank_technical_error,Credit Card,,False,0.0,0.5,0.7306273062730627,High,False,0.0,0.0
TX000971,524.27,insufficient_funds,Debit Card,72.0,True,524.27,24.0,0.45913461538461536,Medium,False,0.0,-524.27
TX000974,1586.2,card_declined,UPI,,False,0.0,0.25,0.0898876404494382,Low,False,0.0,0.0
TX000978,969.43,bank_technical_error,UPI,,False,0.0,0.25,0.9428571428571428,High,True,969.43,969.43
TX000979,8358.04,insufficient_funds,Debit Card,48.0,True,8358.04,12.0,0.3890183028286189,Low,True,8358.04,0.0
TX000980,24933.95,gateway_technical_error,Net Banking,48.0,True,24933.95,0.25,0.3890183028286189,Low,True,24933.95,0.0
TX000981,799.84,bank_technical_error,UPI,,False,0.0,0.25,0.7931034482758621,High,True,799.84,799.84
TX000982,1544.96,insufficient_funds,UPI,24.0,True,1544.96,24.0,0.45913461538461536,Medium,True,1544.96,0.0
TX000983,535.67,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.5,0.45913461538461536,Medium,False,0.0,0.0
TX000985,477.0,insufficient_funds,Debit Card,24.0,True,477.0,24.0,0.47667804323094426,Medium,True,477.0,0.0
TX000986,1576.1,insufficient_funds,Debit Card,24.0,True,1576.1,24.0,0.3890183028286189,Low,True,1576.1,0.0
TX000988,9125.59,payment_declined_due_to_high_traffic,UPI,,False,0.0,0.5,0.551362683438155,High,False,0.0,0.0
TX000990,865.11,transaction_limit_exceeded,UPI,,False,0.0,12.0,0.22814355099838096,Low,False,0.0,0.0
TX000991,34647.03,gateway_technical_error,UPI,,False,0.0,0.5,0.6390374331550804,High,False,0.0,0.0
TX000992,1051.37,issuer_technical_error,UPI,,False,0.0,1.0,0.6390374331550804,High,True,1051.37,1051.37
TX000993,679.62,server_error,Net Banking,,False,0.0,0.25,0.47667804323094426,Medium,True,679.62,679.62
TX000994,504.61,gateway_technical_error,UPI,,False,0.0,0.25,0.8518518518518519,High,True,504.61,504.61
TX000995,792.53,server_error,Net Banking,72.0,True,792.53,0.25,0.3890183028286189,Low,False,0.0,-792.53
TX000996,842.76,bank_technical_error,Debit Card,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX000997,269.86,transaction_daily_limit_exceeded,Credit Card,48.0,True,269.86,48.0,0.3767123287671233,Low,True,269.86,0.0
TX000998,5823.41,insufficient_funds,UPI,48.0,True,5823.41,24.0,0.3890183028286189,Low,False,0.0,-5823.41
TX000999,8329.32,insufficient_funds,UPI,24.0,True,8329.32,24.0,0.6390374331550804,High,True,8329.32,0.0
TX001000,6067.11,gateway_technical_error,Credit Card,,False,0.0,0.25,0.8809523809523809,High,True,6067.11,6067.11
TX001002,9583.05,insufficient_funds,UPI,24.0,True,9583.05,24.0,0.7035830618892507,High,True,9583.05,0.0
TX001003,1110.2,bank_technical_error,Debit Card,,False,0.0,0.25,0.9428571428571428,High,True,1110.2,1110.2
TX001005,744.76,transaction_limit_exceeded,Debit Card,,False,0.0,4.0,0.22814355099838096,Low,False,0.0,0.0
TX001007,541.19,card_declined,UPI,,False,0.0,12.0,0.20930232558139536,Low,True,541.19,541.19
TX001008,11243.12,transaction_daily_limit_exceeded,UPI,72.0,True,11243.12,48.0,0.32763532763532766,Low,False,0.0,-11243.12
TX001009,356.88,gateway_technical_error,Credit Card,,False,0.0,0.5,0.551362683438155,High,True,356.88,356.88
TX001010,984.0,insufficient_funds,Credit Card,48.0,True,984.0,24.0,0.6390374331550804,High,False,0.0,-984.0
TX001011,1433.78,insufficient_funds,UPI,72.0,True,1433.78,12.0,0.3890183028286189,Low,False,0.0,-1433.78
TX001012,14284.6,issuer_technical_error,UPI,,False,0.0,0.25,0.835820895522388,High,False,0.0,0.0
TX001013,204.4,transaction_daily_limit_exceeded,Net Banking,48.0,True,204.4,48.0,0.32763532763532766,Low,True,204.4,0.0
TX001014,512.79,issuer_technical_error,Credit Card,,False,0.0,1.0,0.8518518518518519,High,True,512.79,512.79
TX001015,17487.8,payment_timed_out,Net Banking,,False,0.0,0.25,0.6721311475409836,High,False,0.0,0.0
TX001016,1367.99,card_declined,UPI,48.0,True,1367.99,0.25,0.12338308458011023,Low,False,0.0,-1367.99
TX001017,501.29,insufficient_funds,Credit Card,24.0,True,501.29,24.0,0.7035830618892507,High,True,501.29,0.0
TX001018,1716.81,transaction_limit_exceeded,Debit Card,,False,0.0,24.0,0.2216867469879518,Low,False,0.0,0.0
TX001019,749.0,gateway_technical_error,Debit Card,48.0,True,749.0,0.5,0.532999164578112,Medium,True,749.0,0.0
TX001020,1028.1,transaction_limit_exceeded,Debit Card,,False,0.0,48.0,0.2216867469879518,Low,False,0.0,0.0
TX001021,193.93,insufficient_funds,Credit Card,24.0,True,193.93,24.0,0.5796460176991151,High,True,193.93,0.0
TX001022,676.93,card_declined,UPI,,False,0.0,0.5,0.06426735218508997,Low,False,0.0,0.0
TX001023,1794.37,payment_timed_out,Credit Card,72.0,True,1794.37,0.25,0.6390374331550804,High,True,1794.37,0.0
TX001024,890.64,issuer_technical_error,UPI,,False,0.0,0.5,0.835820895522388,High,True,890.64,890.64
TX001026,120.51,insufficient_funds,UPI,24.0,True,120.51,24.0,0.40594059405940597,Medium,True,120.51,0.0
TX001028,203.4,bank_technical_error,Debit Card,,False,0.0,0.5,0.532999164578112,Medium,True,203.4,203.4
TX001029,401.38,insufficient_funds,Debit Card,24.0,True,401.38,24.0,0.532999164578112,Medium,True,401.38,0.0
TX001030,2922.43,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.25,0.3890183028286189,Low,True,2922.43,2922.43
TX001031,18156.72,insufficient_funds,Debit Card,48.0,True,18156.72,12.0,0.24770760687072194,Low,False,0.0,-18156.72
TX001032,488.09,server_error,UPI,,False,0.0,0.25,0.45913461538461536,Medium,False,0.0,0.0
TX001033,1506.6,insufficient_funds,UPI,48.0,True,1506.6,24.0,0.3890183028286189,Low,False,0.0,-1506.6
TX001034,837.4,server_error,UPI,24.0,True,837.4,0.25,0.3890183028286189,Low,False,0.0,-837.4
TX001036,591.96,payment_timed_out,UPI,48.0,True,591.96,1.0,0.7724137931034484,High,True,591.96,0.0
TX001037,819.41,payment_timed_out,Debit Card,,False,0.0,0.25,0.7404580152671756,High,True,819.41,819.41
TX001039,67145.13,insufficient_funds,UPI,24.0,True,67145.13,24.0,0.3890183028286189,Low,True,67145.13,0.0
TX001041,1155.77,bank_technical_error,Credit Card,72.0,True,1155.77,0.5,0.532999164578112,Medium,False,0.0,-1155.77
TX001042,511.62,gateway_technical_error,Credit Card,,False,0.0,0.25,1.0,High,True,511.62,511.62
TX001044,1662.6,insufficient_funds,Debit Card,72.0,True,1662.6,24.0,0.3890183028286189,Low,False,0.0,-1662.6
TX001046,6671.83,insufficient_funds,Debit Card,24.0,True,6671.83,24.0,0.45913461538461536,Medium,True,6671.83,0.0
TX001047,550.11,payment_declined_due_to_high_traffic,Credit Card,,False,0.0,0.5,0.532999164578112,Medium,False,0.0,0.0
TX001048,2050.41,transaction_limit_exceeded,Debit Card,,False,0.0,4.0,0.19223985890652556,Low,False,0.0,0.0
TX001049,1461.69,card_declined,Debit Card,72.0,True,1461.69,0.25,0.16798418972332016,Low,False,0.0,-1461.69
TX001052,884.6,server_error,UPI,,False,0.0,0.25,0.45913461538461536,Medium,True,884.6,884.6
TX001054,790.65,payment_timed_out,Debit Card,,False,0.0,0.25,0.3890183028286189,Low,True,790.65,790.65
TX001057,1315.92,card_declined,Credit Card,24.0,True,1315.92,0.25,0.22814355099838096,Low,True,1315.92,0.0
TX001058,1306.81,transaction_daily_limit_exceeded,UPI,,False,0.0,48.0,0.3890183028286189,Low,False,0.0,0.0
TX001059,753.83,issuer_technical_error,UPI,,False,0.0,0.5,0.6390374331550804,High,False,0.0,0.0
TX001063,707.98,bank_technical_error,UPI,,False,0.0,0.5,0.8055555555555556,High,True,707.98,707.98
TX001064,6880.56,payment_timed_out,UPI,48.0,True,6880.56,1.0,0.551362683438155,High,True,6880.56,0.0
TX001065,1038.35,card_declined,UPI,,False,0.0,0.25,0.0706679574056147,Low,False,0.0,0.0
TX001066,1324.7,insufficient_funds,UPI,48.0,True,1324.7,24.0,0.42406876790830944,Medium,False,0.0,-1324.7
TX001067,574.88,payment_timed_out,Debit Card,,False,0.0,1.0,0.532999164578112,Medium,False,0.0,0.0
TX001069,15834.71,issuer_technical_error,Debit Card,,False,0.0,0.5,0.835820895522388,High,True,15834.71,15834.71
TX001070,428.43,bank_technical_error,UPI,,False,0.0,0.25,0.5796460176991151,High,False,0.0,0.0
TX001072,794.64,payment_timed_out,Debit Card,72.0,True,794.64,0.25,0.835820895522388,High,True,794.64,0.0
TX001073,13861.12,bank_technical_error,UPI,72.0,True,13861.12,0.25,0.8518518518518519,High,True,13861.12,0.0
TX001076,1297.92,payment_timed_out,Credit Card,,False,0.0,0.25,0.532999164578112,Medium,False,0.0,0.0
TX001077,1439.16,insufficient_funds,Net Banking,24.0,True,1439.16,24.0,0.3890183028286189,Low,True,1439.16,0.0
TX001080,124.35,insufficient_funds,Debit Card,24.0,True,124.35,24.0,0.45913461538461536,Medium,True,124.35,0.0
TX001081,1118.06,insufficient_funds,UPI,,False,0.0,24.0,0.45913461538461536,Medium,False,0.0,0.0
TX001082,455.36,card_declined,UPI,72.0,True,455.36,0.25,0.22814355099838096,Low,False,0.0,-455.36
TX001084,622.46,payment_timed_out,Debit Card,,False,0.0,0.5,0.7035830618892507,High,True,622.46,622.46
TX001085,1153.38,payment_timed_out,UPI,48.0,True,1153.38,0.25,0.3890183028286189,Low,False,0.0,-1153.38
TX001086,199.04,insufficient_funds,UPI,24.0,True,199.04,12.0,0.3890183028286189,Low,True,199.04,0.0
TX001089,19270.29,server_error,Net Banking,,False,0.0,0.25,0.47667804323094426,Medium,True,19270.29,19270.29
TX001090,279.0,issuer_technical_error,Debit Card,,False,0.0,1.0,0.8518518518518519,High,True,279.0,279.0
TX001091,1717.33,card_declined,Credit Card,,False,0.0,0.5,0.22814355099838096,Low,False,0.0,0.0
TX001093,557.09,payment_timed_out,UPI,,False,0.0,1.0,0.7306273062730627,High,False,0.0,0.0
TX001095,1020.38,insufficient_funds,UPI,72.0,True,1020.38,24.0,0.26593406593406593,Low,False,0.0,-1020.38
TX001097,5680.26,insufficient_funds,Debit Card,24.0,True,5680.26,24.0,0.3890183028286189,Low,True,5680.26,0.0
TX001098,690.25,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.25,0.47667804323094426,Medium,False,0.0,0.0
TX001099,695.48,issuer_technical_error,Net Banking,,False,0.0,1.0,0.8238341968911918,High,True,695.48,695.48
TX001100,1170.94,bank_technical_error,UPI,,False,0.0,0.25,0.8055555555555556,High,True,1170.94,1170.94
TX001102,718.55,gateway_technical_error,Credit Card,,False,0.0,0.25,0.8238341968911918,High,True,718.55,718.55
TX001103,17731.85,gateway_technical_error,Net Banking,,False,0.0,0.25,0.6390374331550804,High,True,17731.85,17731.85
TX001104,12435.42,card_declined,Net Banking,,False,0.0,0.25,0.19223985890652556,Low,True,12435.42,12435.42
TX001105,265.18,card_declined,UPI,,False,0.0,0.25,0.22814355099838096,Low,False,0.0,0.0
TX001106,1913.19,payment_timed_out,Credit Card,,False,0.0,0.25,0.7035830618892507,High,False,0.0,0.0
TX001108,8605.32,gateway_technical_error,UPI,,False,0.0,0.5,0.6390374331550804,High,False,0.0,0.0
TX001109,193.24,payment_declined_due_to_high_traffic,Debit Card,,False,0.0,0.5,0.5796460176991151,High,True,193.24,193.24
TX001110,1955.75,insufficient_funds,Debit Card,48.0,True,1955.75,24.0,0.3890183028286189,Low,False,0.0,-1955.75
TX001111,8750.94,card_declined,Debit Card,24.0,True,8750.94,24.0,0.16798418972332016,Low,True,8750.94,0.0
TX001112,17807.36,transaction_daily_limit_exceeded,UPI,,False,0.0,24.0,0.24770760687072194,Low,False,0.0,0.0
TX001113,863.3,insufficient_funds,UPI,24.0,True,863.3,24.0,0.45913461538461536,Medium,True,863.3,0.0
TX001114,2338.72,server_error,Debit Card,,False,0.0,0.25,0.3890183028286189,Low,False,0.0,0.0
TX001115,65555.65,card_declined,UPI,48.0,True,65555.65,0.25,0.22814355099838096,Low,False,0.0,-65555.65
TX001116,577.47,server_error,Credit Card,,False,0.0,0.25,0.42406876790830944,Medium,False,0.0,0.0
TX001117,1048.44,insufficient_funds,UPI,,False,0.0,12.0,0.3890183028286189,Low,False,0.0,0.0
TX001118,422.4,payment_timed_out,UPI,,False,0.0,0.25,0.3890183028286189,Low,False,0.0,0.0
TX001120,5499.28,payment_timed_out,Debit Card,,False,0.0,1.0,0.6390374331550804,High,True,5499.28,5499.28
TX001122,968.68,bank_technical_error,Debit Card,,False,0.0,0.25,0.6721311475409836,High,True,968.68,968.68
TX001123,527.54,insufficient_funds,UPI,24.0,True,527.54,24.0,0.47667804323094426,Medium,True,527.54,0.0
TX001124,11345.85,card_declined,Credit Card,,False,0.0,12.0,0.0706679574056147,Low,False,0.0,0.0
TX001126,435.09,issuer_technical_error,UPI,,False,0.0,0.25,0.7306273062730627,High,False,0.0,0.0
TX001127,454.61,insufficient_funds,UPI,24.0,True,454.61,24.0,0.6390374331550804,High,True,454.61,0.0
TX001128,438.48,gateway_technical_error,UPI,,False,0.0,0.25,0.6390374331550804,High,False,0.0,0.0
TX001130,10022.86,issuer_technical_error,UPI,,False,0.0,0.5,0.8238341968911918,High,False,0.0,0.0
TX001131,925.62,insufficient_funds,UPI,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX001134,1005.91,insufficient_funds,UPI,,False,0.0,24.0,0.532999164578112,Medium,False,0.0,0.0
TX001136,1199.1,bank_technical_error,Debit Card,,False,0.0,0.25,0.835820895522388,High,True,1199.1,1199.1
TX001138,1282.61,insufficient_funds,UPI,24.0,True,1282.61,24.0,0.3890183028286189,Low,True,1282.61,0.0
TX001140,404.69,transaction_daily_limit_exceeded,UPI,24.0,True,404.69,48.0,0.3890183028286189,Low,True,404.69,0.0
TX001141,1046.51,payment_timed_out,UPI,,False,0.0,1.0,0.532999164578112,Medium,True,1046.51,1046.51
TX001142,16667.89,insufficient_funds,Credit Card,,False,0.0,24.0,0.3767123287671233,Low,False,0.0,0.0
TX001144,676.55,insufficient_funds,Credit Card,,False,0.0,24.0,0.45913461538461536,Medium,False,0.0,0.0
TX001145,1034.12,insufficient_funds,Credit Card,48.0,True,1034.12,24.0,0.3890183028286189,Low,False,0.0,-1034.12
TX001149,1181.13,insufficient_funds,Credit Card,24.0,True,1181.13,12.0,0.3890183028286189,Low,True,1181.13,0.0
TX001150,8737.84,payment_declined_due_to_high_traffic,UPI,,False,0.0,0.5,0.6390374331550804,High,False,0.0,0.0
TX001153,2214.15,server_error,Credit Card,,False,0.0,0.25,0.45913461538461536,Medium,False,0.0,0.0
TX001155,644.73,insufficient_funds,Debit Card,48.0,True,644.73,24.0,0.3890183028286189,Low,False,0.0,-644.73
TX001156,5167.65,insufficient_funds,Credit Card,48.0,True,5167.65,24.0,0.3890183028286189,Low,False,0.0,-5167.65
TX001157,1418.91,insufficient_funds,Credit Card,,False,0.0,12.0,0.3890183028286189,Low,True,1418.91,1418.91
TX001158,14959.93,insufficient_funds,UPI,72.0,True,14959.93,24.0,0.3890183028286189,Low,False,0.0,-14959.93
TX001159,15931.71,transaction_daily_limit_exceeded,Debit Card,24.0,True,15931.71,48.0,0.24770760687072194,Low,True,15931.71,0.0
TX001161,50595.44,insufficient_funds,UPI,,False,0.0,24.0,0.3890183028286189,Low,False,0.0,0.0
TX001163,383.79,payment_timed_out,UPI,72.0,True,383.79,1.0,0.7035830618892507,High,True,383.79,0.0
TX001164,1084.8,card_declined,UPI,,False,0.0,12.0,0.16798418972332016,Low,False,0.0,0.0
TX001166,18690.03,issuer_technical_error,Net Banking,,False,0.0,1.0,0.6839378238341969,High,False,0.0,0.0
TX001169,7444.27,issuer_technical_error,Net Banking,,False,0.0,0.5,0.551362683438155,High,True,7444.27,7444.27
TX001170,16048.58,server_error,Credit Card,,False,0.0,0.25,0.532999164578112,Medium,True,16048.58,16048.58
TX001173,552.48,card_declined,Credit Card,48.0,True,552.48,6.0,0.19223985890652556,Low,True,552.48,0.0
TX001174,899.02,payment_timed_out,Debit Card,,False,0.0,0.25,0.6390374331550804,High,False,0.0,0.0
TX001176,18413.37,gateway_technical_error,Credit Card,48.0,True,18413.37,0.5,0.7035830618892507,High,True,18413.37,0.0
TX001177,1883.35,insufficient_funds,Net Banking,24.0,True,1883.35,24.0,0.3890183028286189,Low,True,1883.35,0.0
TX001178,723.97,card_declined,UPI,,False,0.0,0.5,0.22814355099838096,Low,True,723.97,723.97
TX001180,1081.04,payment_timed_out,UPI,,False,0.0,0.25,0.47667804323094426,Medium,True,1081.04,1081.04
TX001181,332.65,transaction_limit_exceeded,UPI,,False,0.0,4.0,0.22814355099838096,Low,False,0.0,0.0
TX001182,18074.21,bank_technical_error,Debit Card,,False,0.0,0.25,0.532999164578112,Medium,True,18074.21,18074.21
TX001183,1066.57,bank_technical_error,Debit Card,,False,0.0,0.25,0.9428571428571428,High,True,1066.57,1066.57
TX001190,19272.42,gateway_technical_error,Credit Card,48.0,True,19272.42,0.25,0.3890183028286189,Low,True,19272.42,0.0
TX001193,325.93,server_error,UPI,,False,0.0,0.25,0.3890183028286189,Low,False,0.0,0.0
