transaction_id,customer_id,decline_reason,decline_bucket,amount_inr,payment_method,failure_timestamp,hour_of_day,day_of_month,day_of_week,retry_attempt_number,candidate_retry_hours,customer_previous_success_rate,customer_previous_failure_count,days_since_last_successful_payment,retry_success
TX001922,C00200,card_declined,SOFT_RETRY,2043.43,UPI,2026-04-22 11:48:00+05:30,11,22,2,7,12.0,0.3333333333333333,2,22.818,0
TX001922,C00200,card_declined,SOFT_RETRY,2043.43,UPI,2026-04-22 11:48:00+05:30,11,22,2,8,24.0,0.3333333333333333,2,22.818,0
TX001922,C00200,card_declined,SOFT_RETRY,2043.43,UPI,2026-04-22 11:48:00+05:30,11,22,2,9,48.0,0.3333333333333333,2,22.818,0
TX001922,C00200,card_declined,SOFT_RETRY,2043.43,UPI,2026-04-22 11:48:00+05:30,11,22,2,10,72.0,0.3333333333333333,2,22.818,1
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,1,0.25,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,2,0.5,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,3,1.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,4,2.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,5,4.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,6,6.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,7,12.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,8,24.0,0.3333333333333333,2,38.997,0
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,9,48.0,0.3333333333333333,2,38.997,1
TX001923,C00459,transaction_daily_limit_exceeded,SOFT_RETRY,758.81,Debit Card,2026-03-19 23:23:26+05:30,23,19,3,10,72.0,0.3333333333333333,2,38.997,0
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,1,0.25,1.0,0,8.012,1
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,2,0.5,1.0,0,8.012,1
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,3,1.0,1.0,0,8.012,1
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,4,2.0,1.0,0,8.012,0
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,5,4.0,1.0,0,8.012,1
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,6,6.0,1.0,0,8.012,0
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,7,12.0,1.0,0,8.012,1
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,8,24.0,1.0,0,8.012,0
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,9,48.0,1.0,0,8.012,0
TX001924,C00549,payment_timed_out,SOFT_RETRY,2252.78,Credit Card,2026-02-06 11:55:27+05:30,11,6,4,10,72.0,1.0,0,8.012,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,1,0.25,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,2,0.5,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,3,1.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,4,2.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,5,4.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,6,6.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,7,12.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,8,24.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,9,48.0,0.25,3,39.241,0
TX001925,C00165,insufficient_funds,SOFT_RETRY,1061.3,UPI,2026-03-12 11:57:28+05:30,11,12,3,10,72.0,0.25,3,39.241,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,1,0.25,1.0,0,3.195,1
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,2,0.5,1.0,0,3.195,1
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,3,1.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,4,2.0,1.0,0,3.195,1
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,5,4.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,6,6.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,7,12.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,8,24.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,9,48.0,1.0,0,3.195,0
TX001926,C01773,payment_declined_due_to_high_traffic,SOFT_RETRY,1057.18,Debit Card,2026-02-21 18:05:21+05:30,18,21,5,10,72.0,1.0,0,3.195,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,1,0.25,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,2,0.5,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,3,1.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,4,2.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,5,4.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,6,6.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,7,12.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,8,24.0,0.5,1,41.823,1
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,9,48.0,0.5,1,41.823,0
TX001927,C01446,insufficient_funds,SOFT_RETRY,471.88,Debit Card,2026-03-08 18:26:12+05:30,18,8,6,10,72.0,0.5,1,41.823,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,1,0.25,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,2,0.5,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,3,1.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,4,2.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,5,4.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,6,6.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,7,12.0,1.0,0,49.757,1
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,8,24.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,9,48.0,1.0,0,49.757,0
TX001928,C00556,card_declined,SOFT_RETRY,16746.0,Debit Card,2026-04-03 13:12:15+05:30,13,3,4,10,72.0,1.0,0,49.757,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,1,0.25,0.3333333333333333,2,69.103,1
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,2,0.5,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,3,1.0,0.3333333333333333,2,69.103,1
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,4,2.0,0.3333333333333333,2,69.103,1
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,5,4.0,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,6,6.0,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,7,12.0,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,8,24.0,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,9,48.0,0.3333333333333333,2,69.103,0
TX001929,C01972,issuer_technical_error,SOFT_RETRY,8716.97,Net Banking,2026-03-13 20:58:38+05:30,20,13,4,10,72.0,0.3333333333333333,2,69.103,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,1,0.25,0.55,0,-1.0,1
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,2,0.5,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,3,1.0,0.55,0,-1.0,1
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,4,2.0,0.55,0,-1.0,1
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,5,4.0,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,6,6.0,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,7,12.0,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,8,24.0,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,9,48.0,0.55,0,-1.0,0
TX001930,C00191,payment_timed_out,SOFT_RETRY,443.32,UPI,2026-03-24 21:32:07+05:30,21,24,1,10,72.0,0.55,0,-1.0,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,1,0.25,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,2,0.5,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,3,1.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,4,2.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,5,4.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,6,6.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,7,12.0,0.5,1,18.046,1
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,8,24.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,9,48.0,0.5,1,18.046,0
TX001931,C00578,issuer_technical_error,SOFT_RETRY,17938.16,UPI,2026-04-26 21:02:32+05:30,21,26,6,10,72.0,0.5,1,18.046,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,1,0.25,0.55,0,-1.0,1
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,2,0.5,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,3,1.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,4,2.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,5,4.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,6,6.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,7,12.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,8,24.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,9,48.0,0.55,0,-1.0,0
TX001932,C00765,card_declined,SOFT_RETRY,10883.83,Net Banking,2026-01-02 14:38:09+05:30,14,2,4,10,72.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,1,0.25,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,2,0.5,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,3,1.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,4,2.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,5,4.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,6,6.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,7,12.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,8,24.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,9,48.0,0.55,0,-1.0,0
TX001933,C00878,payment_risk_check_failed,DO_NOT_RETRY,858.97,Credit Card,2026-03-01 19:41:25+05:30,19,1,6,10,72.0,0.55,0,-1.0,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,1,0.25,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,2,0.5,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,3,1.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,4,2.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,5,4.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,6,6.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,7,12.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,8,24.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,9,48.0,0.875,1,1.612,0
TX001934,C01267,card_expired,HARD_FAILURE,1433.57,Net Banking,2026-06-24 23:21:19+05:30,23,24,2,10,72.0,0.875,1,1.612,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,1,0.25,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,2,0.5,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,3,1.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,4,2.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,5,4.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,6,6.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,7,12.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,8,24.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,9,48.0,0.5,2,13.901,0
TX001935,C00862,card_declined,SOFT_RETRY,864.52,Net Banking,2026-04-30 09:45:11+05:30,9,30,3,10,72.0,0.5,2,13.901,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,1,0.25,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,2,0.5,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,3,1.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,4,2.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,5,4.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,6,6.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,7,12.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,8,24.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,9,48.0,0.55,0,-1.0,0
TX001936,C01465,payment_risk_check_failed,DO_NOT_RETRY,2259.88,Net Banking,2026-02-15 10:19:35+05:30,10,15,6,10,72.0,0.55,0,-1.0,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,1,0.25,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,2,0.5,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,3,1.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,4,2.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,5,4.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,6,6.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,7,12.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,8,24.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,9,48.0,1.0,0,2.282,0
TX001937,C00964,incorrect_card_details,HARD_FAILURE,730.97,UPI,2026-02-19 18:46:43+05:30,18,19,3,10,72.0,1.0,0,2.282,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,1,0.25,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,2,0.5,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,3,1.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,4,2.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,5,4.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,6,6.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,7,12.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,8,24.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,9,48.0,0.5,1,104.541,0
TX001938,C01126,incorrect_cvv,HARD_FAILURE,269.87,UPI,2026-04-29 18:11:26+05:30,18,29,2,10,72.0,0.5,1,104.541,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,1,0.25,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,2,0.5,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,3,1.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,4,2.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,5,4.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,6,6.0,1.0,0,42.052,1
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,7,12.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,8,24.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,9,48.0,1.0,0,42.052,0
TX001939,C00759,payment_timed_out,SOFT_RETRY,734.54,UPI,2026-03-22 15:47:13+05:30,15,22,6,10,72.0,1.0,0,42.052,0
